ReadableTime,RelativeTime(s),engine_power,Dev1_Force_1,Dev1_Force_2,Dev1_Torque,Dev1_engine_force,ECU_CylinderTemp,ECU_ExhaustTemp,ECU_FuelPressure,ECU_IntakePressure,ECU_IntakeTemp,ECU_RotorTemp,ECU_Speed,ECU_SupplyVoltage,ECU_ThrottlePosition,SerialPort1_Modbus_Temperature_Sensor_1,SerialPort1_Modbus_Temperature_Sensor_2,SerialPort1_Modbus_Temperature_Sensor_3,SerialPort2_Modbus_Modbus_slave1_seg1,SerialPort2_Modbus_Modbus_slave1_seg2,SerialPort2_Modbus_Modbus_slave1_seg3,SerialPort2_Modbus_Modbus_slave2_seg1,SerialPort2_Modbus_Modbus_slave2_seg2,SerialPort2_Modbus_Modbus_slave2_seg3,SerialPort2_Modbus_Modbus_slave2_seg4
01:58:02.536,7.876,0.000000,-0.174512,-0.273177,-0.470505,0.220145,54.000000,2382.750000,289.000000,87.000000,61.000000,-159.000000,7224.000000,22.000000,72.199997,26.210000,25.420000,25.490000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
01:58:02.644,7.984,0.000000,-0.273177,-0.371841,-0.569169,0.614801,94.110000,1788.000000,252.000000,75.000000,48.000000,80.000000,6290.000000,19.000000,62.900002,26.210000,25.420000,25.490000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
01:58:02.754,8.094,0.000000,0.220145,0.022816,-0.273177,0.220145,148.160000,1206.750000,212.000000,64.000000,34.000000,61.000000,5305.000000,16.000000,53.000000,26.210000,25.420000,25.490000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
01:58:02.865,8.205,0.000000,-0.174512,-0.371841,-0.569169,0.220145,148.160000,1206.750000,212.000000,64.000000,34.000000,61.000000,5305.000000,16.000000,53.000000,26.210000,25.420000,25.490000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
01:58:02.974,8.314,0.000000,-0.075848,-0.273177,-0.371841,0.022816,89.910000,765.750000,173.000000,52.000000,20.000000,42.000000,4307.000000,13.000000,43.099998,26.210000,25.420000,25.490000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
01:58:03.083,8.423,0.000000,-0.075848,-0.273177,-0.470505,0.220145,89.910000,765.750000,173.000000,52.000000,20.000000,42.000000,4307.000000,13.000000,43.099998,26.210000,25.420000,25.490000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
01:58:03.191,8.531,0.000000,-0.371841,-0.371841,-0.371841,0.220145,48.990000,422.750000,134.000000,40.000000,7.000000,23.000000,3337.000000,10.000000,33.400002,26.210000,25.420000,25.490000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
01:58:03.304,8.644,0.000000,-0.174512,-0.273177,-0.371841,0.417473,48.990000,422.750000,134.000000,40.000000,7.000000,23.000000,3337.000000,10.000000,33.400002,26.210000,25.420000,25.500000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
01:58:03.410,8.750,0.000000,-0.075848,-0.174512,-0.470505,0.220145,32.160000,288.000000,115.000000,34.000000,0.000000,15.000000,2875.000000,9.000000,28.700001,26.210000,25.430000,25.500000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
01:58:03.518,8.858,0.000000,0.022816,-0.174512,-0.371841,0.022816,32.160000,288.000000,115.000000,34.000000,0.000000,15.000000,2875.000000,9.000000,28.700001,26.210000,25.430000,25.500000,10.000000,11.000000,12.000000,20.000000,21.000000,22.000000,23.000000
